Query	Correction
bæjirnir	bæirnir
bæjn	bæn;bæinn
bæjr	bær;bæir;bæjar
bæjur	bæjar;bæir
bæklinur	bæklingur
bælsti	bæli;bældasti;bælist
bælu	bæli
bælva	bæla;bölva
bælvaður	bölvaður
bælvum	bælum
bæm	bæ;bæjum
bænað	bæna
bænafórn	bænarfórn
bænargjörð	bænagjörð
bænatl	bænatal
baenda	bænda
bændana	bændanna
bændasamfélagur	bændasamfélagi
bændr	bændur
bænr	bæn;bænir
bæný	bæn
bæonda	bænda
bæraða	bærða
bærfallegur	blæfallegur
bærg	berg;borg
bærnir	birnir;bornir
bærslina	færsluna
bærur	bætur
bæsinns	bæsinn;bæsisins
bætiflákiný	bætiflákinn
bættis	bættist
bættst	bættist;bæst
bæunir	baunir;bænir
bæxar	bæjar
bæyr	bær
baf	af;bar
bafn	jafn;barn
bagars	bagar
baggr	bagg
báhillur	bábiljur
báir	báðir
bäita	bita
bák	bak
bakanir	bókanir
bakann	bakan
bakar´ð	bakgarð;bakaríið
bakarì	bakarí
bakariđ	bakari;bakaríið
bakaríð	bakaríið
bakariid	bakaríið
bakariið	bakaríið
bakariíð	bakaríið
bakaríid	bakaríið
bakaríiđ	bakaríið
bakarííd	bakaríið
bakarííð	bakaríið
bakariinu	bakaríinu
bakarinu	bakaríinu
bakarìsins	bakarísins
bakarlið	bakaríið
bakboki	bakpoki
bakerí	bakarí
bakfæði	bakfærði;bakflæði
bakgrunna	bakgrunn
bakgrunnuri	bakgrunnur
bakgrunnut	bakgrunnur
bakimu	bakinu
bakin	baki
bakina	bókina
bakkal	bakka
bakkava	bakkana
bakkelsa	bakkelsi
bakkin	bakkinn
baklega	bóklega
bakon	beikon
bakrunnsspurningar	bakgrunnsspurningar
baksl	basl
bakslagar	bakslagi
bakstrik	bakstri
baksturofn	bakstursofn
bakteri	baktería
bakteria	baktería
baktús	baklús;baktus
balad	bálað
balædur	Baldur
báld	bál
baldakinn	baldskinn
baldakyn	baldakinu
baldi	valdi;Valdi;Baldri
baldlur	Baldur
baldue	Baldur
baldunn	baldinn;Baldvin
báldur	Baldur
baldur.	Baldur
baldurö	Baldur
baldvib	Baldvin
baldyr	Baldur
bálkostur	bálköstur
bálkr	bálkur
ballad	balla;ballaða
ballað	balla;ballaða
ballð	ballið;balla;ballaða
ballet	ballett
balletur	ballett
ballöða	ballaða
ballskjól	ballkjól
bálnaði	bálaði
bálnum	bálum;bálunum
bálp	bál
balsma	basma
bálsma	bása
balstan	balsann
balstram	bólstrum
balt	valt
baltasar	Baltasar
baltisk	baltísk
balut	blaut
bálv	bál
balveiki	bílveiki
bambaríska	barbaríska;bandaríska
bamdaríku	bandarísku
bamkann	bankann
baml	braml
banan	banani;banann;bananann
bananabrau	bananabrauð
bananaum	banananum
bananio	banani
bananu	banana;banani
banbus	bambus
banda·ríkin	Bandaríkin;bandaríkin
bandarí	bandaríki;brandari
bandaríakamaður	Bandaríkjamaður
bandarík	bandarísk;Bandaríkin;bandaríkin
bandarika	bandaríska
bandaríkamaður	Bandaríkjamaður
bandarikan	bandarískan;bandaríkja
bandaríkan	bandaríkja;Bandaríkjanna
bandarikin	Bandaríkin;bandaríkin
bandaríkinn	Bandaríkin;bandaríkin
bandaríkir	bandaríki;Bandaríkin
bandarikj	bandaríkja;Bandaríkin
bandaríkjana	Bandaríkjanna;bandaríkjanna
bandarikjanna	Bandaríkjanna;bandaríkjanna
bandarikjum	bandaríkjum;Bandaríkjunum
bandaríkjunu	bandaríkjunum;Bandaríkjunum
bandarikjunum	bandaríkjunum;Bandaríkjunum
bandaríkjur	bandaríkjum
bandaríkssur	bandarískur
bandaríksur	bandarískur
bandarinn	brandarinn
bandariska	bandaríska
bandarísksur	bandarískur
bandarisku	bandarísku
bandariskur	bandarískur
bandariskúr	bandarískur
banðr	banar
bandsslitun	bandslitur
banður	bannaður
bangsirb	bangsir;bangsi;bangsar
bangsirk	bangsir;bangsi;bangsar
bangsirn	bangsinn
bangsirt	bangsir;bangsi
baní	bani
banin	baninn
bánk	bank
bánka	banka
bankaðin	bankaði
bankam	banka;bankann
bankan	bankann
bankanm	bankann
bankare	bankar
bankarei	bankari;bankareikningur
bankareik	bankareikning
bankareikn	bankareikning
bankareikni	bankareikning
bankareining	bankareikning
bankaríkin	Bandaríkin;bandaríkin
bankaríkjunum	bandaríkjunum;Bandaríkjunum
bankaupplýsing	bankauplýsingar
bankaupplýsinga	bankaupplýsingin;bankaupplýsingar
bankaupplýsingin	bankaupplýsingin;bankaupplýsingar
bankí	banki
bankibú	bankabú
bankin	bankinn
bankio	banki
bankiu	banki
banksi	banki
bannað🔞	bannað
bannai	banna
bannan	annan
bannana	banana
bannanda	bannandi
bannani	banani
bannins	bannsins
bannmerking	bannmerki
bannn	bann
bannr	bann
bannst	fannst;vannst
bannur	bannar;bannir
bannvænn	banvænn
bannvænt	banvænt
banr	barn
bansettur	bannsettur
bánsi	bási;bangsi
banstutt	andstutt
banur	vanur
bápir	báðir
bappi	vappi;pabbi
baptise	baptista
baraítón	baríton;baritón
baráta	barátta
barátat	barátta
barátt	baráttu;barátta
bárattu	báróttu;baráttu
barb	barn
bard	barð
barda	bara;barða
bardag	bardaga
barðaga	bardaga
bardagagur	bardagaguð
barðagamaður	bardagamaður
bardagan	bardagann
barðaginn	bardaginn
bardagur	bardagar;bardagi
bárðar	báðar;bárðar
barðarstór	barðastór
barđastór	barðastór
barðdt	barðist
bardegi	bardagi
barðie	barði;barðir
barðstór	barðastór
bárdur	bárður
bare	bara;barr;bar
bargada	bjargaða
bari4	bari;barir
barintón	baritón
bariton	bariton;baritón
baritónn	barinn;baritón
barkakúli	barkakýli
barkari	bakari
barkarí	bakarí
barkasöngur	barkaslöngur
barkstera	bakstra
barnabækar	barnabækur
barnæskja	barnæska
barnafita	barnafata
barnafóstru	barnfóstru
barnaheimil	barnaheimili
barnalaug	barnalög
barnaldri	barnsaldri
barnasaáttamálinn	barnasáttmálinn
barnaskair	barnaskari
barnbarn	barnabarn
barnd	barn
barndagann	bardagann
barndn	barinn;barn
barneignarferli	barneignarferli;barneignaferli
barnfaðir	barnfaðir;barnsfaðir
barnfóstrun	barnfóstruna;barnfóstru
barnfróstra	barnfóstra
barninju	barninu
barnsadlit	barnsandlit
barnvænlegt	banvænlegt;barnvænt
baronsstigur	Barónsstígur
baronsstígur	barónsstígur
barónsstigur	Barónsstígur
barónstíg	Barónsstíg
barónstigur	Barónsstígur
barótta	barátta
barraddur	barraður
barrmerki	barmmerki
barrnsins	barnsins
barsími	farsími
barströnd	baðströnd
baruð	bauð;brauð;varúð
bàrur	bárur
bár­ust	bárust
barw	bar
basillika	basillika;basilíka
basin	basinn
basinna	basinn
bask	bak;brask
basnar	asnar
bást	bát;ást
bastsa	bassa
básúba	básúna
bataðari	bataðri
bátae	báta;bátar
bátakveðjur	batakveðjur
batan	batann
batarkveðjur	batakveðjur
bátarkveðjur	batakveðjur
bátaur	bátar
bathi	bati
bathoníum	Baþóníu
batnakveðja	batakveðja
batnakveðjur	batakveðjur
batra	bata
bátsið	básið
bátsuð	básuð
batte´ri	batterí
batterý	batterí
batteryslaus	batteríslaus
batunum	bátunum
báturr	bátur
bäua	búa
baud	bauð
bauði	brauði
bauðs	brauðs
bauf	bauð;baug
baufa	daufa
baugaðu	baukaðu
baugfingu	baugfingur
baugja	bauga
baugu	bauju;baug
baugun	bugun;augun
baukaru	baukarðu
baukin	baukinn
bauknir	baunir
baulast	baula
baulist	baunist
baum	baun
baúnir	baunir
baunk	bank
baunkum	bönkum
bauns	bauna
baunu	baunum
báur	bátur
baurg	baug
bautan	bautann;blautan
bautt	blautt
bávagns	ávans
bavian	bavían;bavíani
bavián	bavían;bavíani
báxa	báða;bása
baxið	baksið
baxir	baksir
baxl	baks
baxlið	baksið
bbaka	baka
bbbbóndi	bóndi
bbrosa	brosa
bbúa	búa
bbutansku	bútönsku
bbyrja	byrja
bdnti	benti
bðrn	börn
bðrnin	börnin
be	ber
béaa	béaða
beægur	bergur
bear	ber
beauty	beötu
becky	beskyn
béð	beð
béða	beða
beðann	beðinn
beðiom	beðum
beðma	beðmi
beðq	beð
bedt	best
bee	ber
beesku	bernsku
bef	ef;ber
befjað	befrað;nefjað
bega	mega
begar	vegar
begði	beygði
begg	vegg
begja	beggja;beygja
begs	bergs;vegs
begu	vegu
begyja	beygja
bei	bein
beicon	beikon
beiconi	beikoni
beíð	beið
beiddast	beiddist;beittast
beiððni	beiðni
beiðja	biðja
beidn	bein;beinn
beiðn	beiðni
beiðnabrbók	beiðnabók
beige	beygi
beiging	beyging
beigja	beygja
beigjing	beyging
beigla	beygla
beiglu	beyglu
beigs	beygja
beigu	beygju
beija	beygja
beiju	beygju
beik	veik
beikið	veikið
beikka	breikka
beikun	beikon
beilti	belti
beimill	heimill
beinaæxli	beinæxli
beinði	beindi
beingá	beiná
beingrind	beinagrind
beinkrum	beinkröm
beinlýnis	beinlínis
beinnti	beinni;beindi
beinskeittur	beinskeyttur
beinskeytni	beinskeyti
beintu	beindu
beinund	einund
beinverkur	beinverkir
beisikk	beisk
beisin	beysin
beisksur	beiskur
beistli	beisli
beitabóndi	geitabóndi
beitarbóndi	geitabóndi
beiteins	Beinteins
beitingarland	beitiland;beitarland
beitiskúr	beituskúr
beiuta	beita
bejkur	bekkur
bekać	bekan
bekingur	ábekingur;bekkingur
bekja	bekkja;vekja
bekkabróður	bakkabróður
bekkar	bekkjar
bekkasystkin	bekkjarsystkin
bekkjabróður	bekkjarbróður
bekkjafélaga	bekkjarfélaga
bekkjarbsyskinum	bekkjarsystkinum
bekkjarfélagur	bekkjarfélagar
bekkjarríja	bekkjarýja
bekkjarsyskyn	bekkjarsystkin
bekkjarsyskyni	bekkjarsystkini
bekkjarsyskynum	bekkjarsystkinum
bekkjarsystk	bekkjarsystir
bekkjarsystkyn	bekkjarsystkin
bekkjarýa	bekkjarýja
bekkjasáttmáli	bekkjarsáttmáli
bekkjasystir	bekkjarsystir
bekkjasystkin	bekkjarsystkin
bekkjasystkini	bekkjarsystkini
bekkjasystur	bekkjarsystur
bekkjur	bekkur
bekklingur	bekkingar;bæklingur
bekkuna	brekkuna
bekkut	bekkur
beknum	bekknum
bekur	bækur;dekur;vekur
belgia	Belgía
belgìa	Belgía
belgís	belgísk
belgisk	belgísk
belgiska	belgíska
belgiubelgíska	Belgíu;belgíska
belgíum	Belgíu
belgpípetta	belgpípna
belkur	spelkur
belo	bel
belsku	elsku
belssaðan	blessaðan
belssaðann	blessaðan
belssun	blessun
belt	belti
beltbeltið	eldbeltið;beltið
beltinn	beltin
beltínn	belginn;beltin;Belginn
beltun	beltin
belu	bellu
bén	ben
bendlun	bendlum
bendurs	bendur
benedik	Benedikt
benedikdikt	Benedikt
benedikr	Benedikt
benedíkt	Benedikt
benedit	Benedikt
beneditkt	Benedikt
benet	bent;Bent
benetikt	Benedikt
beng	bent;Bent
bengs	bergs
bengt	bent;Bent
benit	beint;bent;Bent
benjamæín	Benjamín
benjamin	Benjamín
benjamín	Benjamín
benjamins	Benjamíns
benju	venju
bennsli.	rennsli;bensli
benoní	Benoný
benonís	Benonýs
benonísdóttir	Benonýsdóttir
bensinstod	bensínstöð
bensínstoð	bensínstöð
bensínstöd	bensínstöð
bensínstöði	bensínstöðin
bensinþjófi	bensínþjófi
bensístöð	bensínstöð
beotin	brotin
beppur	leppur
bepu	betu
berfa	bera
berfað	bera
bergamía	gambía
bergandi	bergjandi
bergat	gat
bergð	bergið
berge	berg
bergfilla	bergfylla
berglibd	Berglind
bergliind	Berglind
berglínd	Berglind
bergljó	Bergljót
bergljólt	Bergljót
bergljótlaufey	Bergljót;laufey
berglnd	Berglind
berglót	Bergljót
bergmal	bergmál
bergson	Bergsson
bergstangi	bergtangi
berguna	bergruna
berjað	berja
berjandisk	berjandi
berjar	berja;byrjar
berjat	berjast
berkastar	berktastar
berkið	bergið
berkjun	berkjuna
berkjungar	berkjunnar
berlim	Berlín
berlin	Berlín
berlínar	Berlínar;Berglínar
berlirnar	berlingar;Berlínar;Berglínar
bermann	Bergmann
berran	beran
berrasaður	berrassaður
bersaðu	berstu
bersta	besta
berstur	bestur
bersýn	bersýni
bersýnlega	bersýnilega
bersýnn	bersýnin;bersýnilegur
bersýnt	bersýnilegur
berunesshreppur	Beruneshreppur
beryja	berja
bes	bers
besenis	bensens;vesenis
bessað	blessað
bessaðar	blessaðar
bessastöðu	Bessastöðum
bessiv	bessi;Bessi
best<	best
beste	besta
besteinn	bergsteinn;Bergsteinn
bestit	besti
bestka	besta
bestq	best
bestue	bestu
beterar	betrar
betgður	begður
betlara,	betlara
betlehemstjarna	betlehemsstjarna
bétri	betri
betrumbætq	betrumbæt;betrumbæta
bets	best
betsy	besti
better	bitter
betterar	beittrar
bettri	betri
beuging	beyging
beutr	betur
bevill	berill
beyga	beygja
beygast	beygjast
beygðann	beygðan
beygingalýsing	beygingarlýsing
beygingunni.	beygingunni
beygj	beygja
beygya	beygja
beygying	beyging
beygyng	beyging
beyia	beyla
beying	beyging
beyíngar	beygingar
beyja	beygja
beyjgja	beygja
beyji	beygi
beyn	bein
beysk	beisk
beyskinn	beysinn
beysli	beisli
beysnati	beysnasti
beyt	beit
beyta	beita
beytti	beitti
beyttu	beittu
bezta	besta
bezti	besti
beztr	bestir
bfimill	brimill
bgoð	boð
bguðmundur	Guðmundur
bháll	háll;páll;Páll
bhartur	bjartur
bhilíska	balíska
bi	bí;bú
bi]ja	biðja
bi∂a	bita
bíæl	bíl
bianka	banka
bibblía	biblía;Biblía
biblískur	biblíur
bíbtest	bítast;píptest
biđ	bið
bíd	bíð
bíđ	bíð
bið1ja	biðja
bida	binda;bíða
biđa	bíða
bída	bíða
bíđa	bíða
bìða	bíða
biðatima	biðtíma
biðatíma	biðtíma
biðbænum	miðbænum
biðbær	miðbær
biðbætur	viðbætur
biðbót	viðbót
bidda	budda
bídda	bíddu
bíðða	bíða
biðdja	biðja
bíððu	bíaðu
biðður	biður
bídet	býðst
bíðet	Bríet
bídi	bíði
biðikolla	biðukolla
bidja	biðja
biďja	biðja
biđja	biðja
bíðja	biðja;bíða
bidjað	biðjið
bidjaðu	fitjaðu;biddu
biðjs	biðja
bíðjum	biðjum
biðlána	biðlana
bíðlisti	biðlisti
biðlumst	biðjumst
biðnu	birnu
bíðst	býðst
biđum	biðum
biđur	biður
bíđur	bíður
bíður.	bíður
bient	beint
bientt	beint
bietnam	bitnum
bífra	bifra
bifrei	bifreið
bifreiðasali	bifreiðasala
bifreiðastöðiur	bifreiðastöður
bifreiðastöðr	bifreiðastöður
bifreiðini	bifreiðinni
bifrost	bifröst;Bifröst
bifrosy	bifröst;Bifröst
bífur	býfur
bifurkolla	bifukolla;biðukolla
bífvélarvirki	bifvélavirki
bífvelavirki	bifvélavirki
bifvélavirkin	bifvélavirkinn
big	bug;bið
bíg	bít;bí
bígað	bíað
bígaðu	bíaðu
biggðu	byggðu
biggður	byggður
bíginna	boginna
bigir	birgir
bíí	bíó;bíl;bí
bíibliu	biblíu;Biblíu
bíímynd	bíómynd
bíita	bíta
bíjörðum	bújörðum
bikarkepnni	bikarkeppni
bikasvarrur	biksvartur
bikasvartur	biksvartur
bike	biki
bíkingur	víkingur;Víkingur
bikyaska	birkiaska
bilađ	bilað
bíladur	bílaður;bilaður
bílaflaut	bílflaut
bílaflauta	bílflauta
bílagreina	bílgreina
bílakjallaran	bílakjallara;bílakjallarann
bilaleiga	bílaleiga
bílaleigubila	bílaleigubíla
bílaleigubilinn	bílaleigubílinn
bilama	bilana
bílamerki	bílmerki
bílap	bíla
bílaprófið	bílprófið
bilarirnar	bilanirnar
bilarnir	bílarnir
bílastæð	bílastæði
bílastædi	bílastæði
bilaþvottur	bílaþvottur
bild	bil
bildudalur	bíldudalur
bilett	blett
bilfreið	bifreið
bílin	bílinn
bïliskúr	bílskúr
biljarðsstofa	billjarðsstofa
biljarðstofa	billjarðstofa
bílk	bíll
bílkúr	bílskúr
bill	bíll
bíĺl	bíl;bíll
billaður	bilaður
bíllhjólabretti	bíll;hjólabretti
bílli	bíll
billin	bilin;bíllinn
bíllin	bíllinn
billinn	bíllinn
bìllinn	bíllinn
billion	bilin
billión	billjón
bíllli	bílpalli;bíll
bílllinn	bíllinn
bíllnum	bílnum
bíllstjori	bílstjóri
bíllstjóri	bílstjóri
bíllum	bílum
bíllur	bíll
bílm	bílum
bilnum	bílnum
bílrafgeymir	bílarafgeymir
bílrúðunar	bílrúðurnar
bilsinu	bilinu
bílskór	bílskúr
bilskúr	bílskúr
bílskurinn	bílskúrinn
bílskúrn	bílskúr
bilslys	bílslys
bìlslys	bílslys
bilsma	bilana
bílsskúr	bílskúr
bílstæði	bílastæði
bilstjór	bílstjóri
bilstjórana	bílstjórana
bilstjóranna	bílstjóranna
bilstjori	bílstjóri
bílstjori	bílstjóri
bílstjórin	bílstjórinn
bilstkúr	bílskúr
bílstkúr	bílskúr
biltinguna	byltinguna
bíltur	bíltúr
bíltút	bíltúr
bílúð	bíluð;biluð
biluns	bilun
bílúr	bíltúr
bílyklar	bíllyklar
bílyúr	bíltúr
biml	bil
bimsa	bisa
bímynd	bíómynd
bin	sín
bín	sín;bón
binð	bið
bíndabæ	bóndabæ
bindingsverkhús	bindingsverkshús
bíngaði	bungaði
binkjarni	borkjarni
binnans	finnans
binsanna	bisanna
binzk	bank
bio	bíó;bil;bo
bió	bíó
bío	bíó;bíl
bìó	bíó
bióm	blóm
bíómið	bíómiði
biomiða	bíómiða
biómiða	bíómiða
bíómybd	bíómynd
biomynd	bíómynd
bíomynd	bíómynd
bíómynð	bíómynd
bíömynð	bíómynd
bíómynd.	bíómynd
biómyndar	bíómyndar
biomyndin	bíómyndin
biomyndina	bíómyndina
bíómyndinar	bíómyndirnar
biomyndir	bíómyndir
biomyndirnar	bíómyndirnar
bíomynf	bíómynd
bíómynf	bíómynd
bíótónlisy	bíótónlist
bípaðu	bíaðu
bírani	Írani
birð	borð
birða	borða
birði	byrði
birðinu	borðinu
birðja	biðja
bireiðastöðr	bifreiðastöður
birgðarstöðu	birgðastöð
birger	birgir
birghir	birgir
birgitte	birgitta
birgpir	birgir
birgr	birgir
birigr	birgir
birja	byrja
bírja	byrja
birjaði	byrjaði
birjaður	byrjaður
birjuðu	byrjuðu
birjum	byrjum
birkils	birkis
birkirs	birkir
birma	birna;Birna
bírn	börn
birnaída	barnaísa
bírókratar	bjúrókratar
birsr	birst
birsta	birta
birtigarmynd	birtingarmynd
birtingamynd	birtingarmynd
birtis	birtist
birttist	birtist
biskæra	blikskæra
biskæri	blikskæri
biskub	biskup
bískupbiskup	biskup
biskupss	biskups
biskupsstaf	biskupsstarf
biskupstóll	biskupsstóll
bismari	brimari
bismark	bitmark
bisnanna	bisanna
bíspertur	bísperrtur
bístjóri	bílstjóri
bistró	biðgró
bítaðu	bíttu
bitfar	bifar
bítha	bíta
bitl	bil
bítm	bít
bítta	bíta;býtta
bítti	býtti
biturleyki	biturleiki
bíunn	íunn
bívan	Ívan
bixir	fixir
bixsr	fixar
bj-rn	björn;Björn
bjæð	bræð
bjæor	bjór
bjærk	björk
bjærtur	bjartur
bjagiðu	bjagaðu
bjálla	bjalla
bjání	bjáni
bjäor	bjór
bjargam	bjarga
bjargand	bjargandi
bjargarð	bjargað
bjargry	Bjargey
bjargun	björgun
bjargvættsins	bjargvættarins
bjarki	Bjarki
bjarkja	Bjarka
bjarkur	Bjarki
bjarn	Bjarni;björn;Björn
bjarndal	Bjarnadal
bjarni	Bjarni
bjarnry	Bjarney
bjarr	bjart;Bjart
bjart-	bjart;Bjart
bjartae	bjarta;Bjarti
bjartssýnn	bjartsýnn
bjártsynn	bjartsýnn
bjartsynni	bjartsýnni
bjarttur	bjartur;Bjartur
bjartur-	bjartur;Bjartur
bjartut	bjartur;Bjartur
bjarvættur	bjargvættur
bjást	brást
bjastra	bjástra
bjátistu	bjátinu
bjatla	bjalla
bjatrsýn	bjartsýn
bjatrsýni	bjartsýni
bjatrsýnn	bjartsýnn
bjatsýnn	bjartsýnn
bjattla	jatla
bjatur	bjartur
bjða	bjóða
bjé	bjó
bjegg	begga
bjes	jes
bjo	bjó
bjò	bjó
bjo´ta	brota
bjo=rn	björn;Björn
bjóa	bjóða
bjoda	bjóða
bjoða	bjóða
bjóda	bjóða
bjóđa	bjóða
bjóða	bjóða
bjöða	bjóða
bjőða	bjóða
bjóða.	bjóða
bjóðadetta	bjóða;detta
bjóðaði	bjóðiði
bjóðar	bjóða
bjóđi	bjóði
bjoðja	bjóða
bjóðq	bjóð
bjóđu	bjóða
bjóđur	bjóður
bjóðw	bjóð
bjöguö	bjögun
bjölgun	fjölgun
bjoll	bjöllu
bjolla	bolla
bjöllan	bjallan
bjóm	bjó
bjor	bjór
bjòr	bjór
björ	björn;Björn;bjór
bjorg	björg;Björg
björg­	björg;Björg
björgey	Bjargey
björgheiðue	Björgheiður
björgumarmenn	björgunarmenn
bjorgunsrsveitir	björgunarsveitir
bjorgvin	Björgvin
bjorgvín	Björgvin
björhunarsveitarmenn	björgunarsveitarmenn
bjork	björk;Björk
bjorm	björn;Björn
björm	björn;Björn
björna	björn;Björn
björnmár	björn;Björn;már;Már
björnssson	Björnsson
björnur	björnum;bjórnum
bjorson	Brárson;Björnsson
bjórst	bjóst;bjór
bjort	björt;Björt
bjōrt	björt;Björt
björvin	Björgvin
bjóta	bjóða;brjóta
bjóüa	bjóða
bjøuga	bjúga
bjria	bjarga
bjsrgar	bjargar
bju	bjó
bjua	bjáa
bjuga	bjúga
bjûga	bjúga
bjúggu	bjuggu
bjúgne	bjúgnef
bjútí	býti
bjýg	bjúg
bjýga	bjúga
bk	bak
bkóða	bjóða
bkörk	björk;Björk
bksl	basl
bkússa	blússa
bkýantinum	blýantinum
bl	bæ
bl´	bil
blå	blý
bla´d	bland
bláann	bláan
bláar.	bláar
blábrert	blábert
blad	blað
blaď	blað
blađ	blað
blaðabúnka	blaðabunka
bladagrein	blaðagrein
blaðagreins	blaðagrein
blađi	blaði
bláðið	blaðið
blaðlestur	blaðalestur
blaðmað	blaðað
blaðmaður	blaðamaður
blaðrana	blaðranna
blaðsi	blaði
blaðsið	blaðið
bladsiða	blaðsíða
blaðsiða	blaðsíða
blaðsída	blaðsíða
blaðsiðurnar	blaðsíðurnar
bladuer	blaður
blaðunum	blöðunum
bláður	blaður
blæðða	blæða
blædīs	blædís
blæing	blæðing
blæjda	blæja
blæsi	blæs
blæsja	blæja
blæskrar	blöskrar
blætina	blæstina
bláfall	bláfjall;Bláfjall;bláfell;Bláfell
bláfjell	bláfjall;Bláfjall;bláfell;Bláfell;bláfjöll;Bláfjöll
blald	bland
bláleytur	bláleitur
blámalað	blámálað
blandadur	blandaður
blandaþoka	blindþoka
blandíska	landísa
blank	blak
blaq	blað;blak
blar	blár
blàr	blár
blara	bara
blasíða	blaðsíða
blásiða	blásið
blasíði	blasiði
blasiðu	blasirðu
blásiðu	blásið
blasiðum	blasiði
blasíður	blaðsíður
blaskir	blasir
bláskó	bláskóg
blássari	blásari
blàstur	blástur
blátonn	blátönn
blátr	blátt
blaukat	baukast
blaum	bláum
blaunta	blauta
blauntur	blautur
bláur	blár
blausar	lausar
blaustar	blautar
blaustra	blautra
blautleiga	blautlega
blautor	blautur
blauttur	blautur
bldökkt	blædökkt
blef	bleif
bleggur	leggur
blegíu	Belgíu
bleija	bleyja;bleia
bleijuna	bleyjuna;bleiuna
bleikað	bleika
bleikasturinn	leikurinn
bleikka	bleika
blejkur	bleikur
bleju	bleyju;bleiu
blejya	bleyja;bleia
blekasti	bleikasti
blekhylkir	blekhylki
blekslaus	flekklaus
blekti	blekkti
blelluð	brelluð
blendiefni	íblendiefni
blends	blinds
blesaa	blessa
blesdaður	blessaður
blessaðarri	blessaðri
blessapur	blessaður
blesseður	blessaður
blessninn	blessuninni
blessuð!	blessuð
blesuð	blessuð
bléttótt	blettótt
